know_yourself_ibn_arabi_balyani	KYS_P002	sourced	كان ولا بَعْد معه ولا قبل، ولا فوق ولا تحت، ولا قُ
know_yourself_ibn_arabi_balyani	KYS_P001	sourced	الحمد لله الذي لم يكن قبل وحدانيته قبلُ إلا والقبل
know_yourself_ibn_arabi_balyani	KYS_P003	sourced	"فافهم هذا لئلا تقع في غلط الحلولية.

لا هو في شيء،"
know_yourself_ibn_arabi_balyani	KYS_P006	sourced	لا يراه إلا هو، ولا يدركه إلا هو، ولا يعلمه إلا هو
know_yourself_ibn_arabi_balyani	KYS_P005	sourced	ينبغي أن نعرفه بهذه الصفة، لا بالعلم ولا بالعقل، و
know_yourself_ibn_arabi_balyani	KYS_P004	sourced	لا هو في شيء، ولا شيء فيه، لا داخلاً ولا خارجًا. ي
know_yourself_ibn_arabi_balyani	KYS_P007	UNVERIFIED(not in source)	"يعرف نفسه بنفسه؛ يرى نفسه، لا يراه أحدٌ غيره.

حجا"
know_yourself_ibn_arabi_balyani	KYS_P008	sourced	حجابه وحدانيته، فلا يحجبه شيءٌ غير حجابه. وجوده وح
know_yourself_ibn_arabi_balyani	KYS_P009	sourced	حجابه وحدانيته، فلا يحجبه شيءٌ غير حجابه. وجوده وح
know_yourself_ibn_arabi_balyani	KYS_P011	sourced	لا يراه أحدٌ غيره: لا نبي مرسل، ولا ولي كامل، ولا 
know_yourself_ibn_arabi_balyani	KYS_P010	sourced	تستَّر بوحدانيته بلا كيفية. لا يراه أحدٌ غيره: لا 
know_yourself_ibn_arabi_balyani	KYS_P012	sourced	لا يراه أحدٌ غيره: لا نبي مرسل، ولا ولي كامل، ولا 
know_yourself_ibn_arabi_balyani	KYS_P013	sourced	نبيُّه هو، ورسوله هو، ورسالته هو، وكلامه هو: أرسلَ
know_yourself_ibn_arabi_balyani	KYS_P016	UNVERIFIED(not in source)	ولا وجود لغيرٍ يفنى أو له اسم أو يُسمَّى. ولهذا قا
know_yourself_ibn_arabi_balyani	KYS_P015	sourced	نبيُّه هو، ورسوله هو، ورسالته هو، وكلامه هو: أرسلَ
know_yourself_ibn_arabi_balyani	KYS_P014	sourced	نبيُّه هو، ورسوله هو، ورسالته هو، وكلامه هو: أرسلَ
know_yourself_ibn_arabi_balyani	KYS_P017	sourced	"ولهذا قال – صلى الله عليه وسلم –: ""عرفت ربِّي بربِ"
know_yourself_ibn_arabi_balyani	KYS_P018	sourced	"وقال – صلى الله عليه وسلم –: ""عرفت ربِّي بربِّي."" "
know_yourself_ibn_arabi_balyani	KYS_P019	sourced	أشار – صلى الله عليه وسلم – بذلك أنك لست أنت، «بل»
know_yourself_ibn_arabi_balyani	KYS_P020	sourced	لا هو داخل فيك ولا هو خارج منك، ولا أنت خارج منه و
know_yourself_ibn_arabi_balyani	KYS_P021	sourced	ولا بذلك أنك موجود وصفتك هكذا أبدًا: غني به. إنك م
know_yourself_ibn_arabi_balyani	KYS_P023	sourced	إنك ما كنت قط ولا تكون، لا بنفسك ولا فيه ولا معه، 
know_yourself_ibn_arabi_balyani	KYS_P024	sourced	أنت هو، وهو أنت، بلا علَّة من هذه العلل. فإن عرفتَ
know_yourself_ibn_arabi_balyani	KYS_P022	sourced	أشار – صلى الله عليه وسلم – بذلك أنك لست أنت، «بل»
know_yourself_ibn_arabi_balyani	KYS_P025	sourced	فإن عرفتَ وجودك بهذه الصفة فقد عرفتَ الله. – وإلا 
know_yourself_ibn_arabi_balyani	KYS_P026	sourced	وأكثر العُرَّاف أضافوا معرفة الله – تعالى – إلى فن
know_yourself_ibn_arabi_balyani	KYS_P027	sourced	وأكثر العُرَّاف أضافوا معرفة الله – تعالى – إلى فن
know_yourself_ibn_arabi_balyani	KYS_P028	sourced	وأكثر العُرَّاف أضافوا معرفة الله – تعالى – إلى فن
know_yourself_ibn_arabi_balyani	KYS_P029	sourced	فإن الفناء بعد إثبات الوجود. فإذا عرفت نفسك بلا وج
know_yourself_ibn_arabi_balyani	KYS_P030	sourced	فإذا عرفت نفسك بلا وجود ولا فناء فقد عرفتَ الله. –
know_yourself_ibn_arabi_balyani	KYS_P034	sourced	وجودك لا شيء، واللاشيء لا يُضاف إلى شيء، لا فانٍ و
know_yourself_ibn_arabi_balyani	KYS_P031	sourced	وأكثر العُرَّاف أضافوا معرفة الله – تعالى – إلى فن
know_yourself_ibn_arabi_balyani	KYS_P036	sourced	فالله هو وجود الأزل ووجود الأبد ووجود القِدَم؛ فإن
know_yourself_ibn_arabi_balyani	KYS_P033	sourced	"ولهذا قال – صلى الله عليه وسلم –: ""عرفت ربِّي بربِ"
know_yourself_ibn_arabi_balyani	KYS_P032	sourced	"ولهذا قال – صلى الله عليه وسلم –: ""عرفت ربِّي بربِ"
know_yourself_ibn_arabi_balyani	KYS_P035	sourced	أشار – صلى الله عليه وسلم – بذلك أنك لست أنت، «بل»
astavakra_gita	AG_18_13	sourced	na kartāsi na bhoktāsi mukta evāsi sarvadā
astavakra_gita	AG_03_01	sourced	"avināśinam ātmānam ekaṃ vijñāya tattvataḥ
tavātma-"
astavakra_gita	AG_08_01	sourced	"tadā bandho yadā cittaṃ kiṃcid vāñchati ṣocati
kiṃ"
astavakra_gita	AG_18_80	sourced	na me bandho 'sti mokṣo vā bhrāntiḥ śāntā nirāśray
astavakra_gita	ASG_3_3	sourced	viśvaṃ sphurati yatredaṃ taraṅgā iva sāgare
astavakra_gita	ASG_6_1	sourced	"ākāśavad ananto 'haṃ ghaṭavat prakṛtaṃ jagat
iti j"
shantideva_bodhicaryavatara	BCA_08_EXCHANGE	UNVERIFIED(not in source)	"abhyāsavaśataḥ snehastoyaśukrakaṇeṣvapi |
ātmeti y"
shantideva_bodhicaryavatara	BCA_08_EQUAL	UNVERIFIED(not in source)	"prathamaṃ tāvadātmānaṃ sattvānāṃ samatāṃ vrajet
su"
shantideva_bodhicaryavatara	BCA_08_SOLITUDE	UNVERIFIED(not in source)	"vīryamārabhya cittaṃ tu samādhātavyamujjvalam
vikṣ"
shantideva_bodhicaryavatara	BCA_09_DREAM	UNVERIFIED(not in source)	"śūnyā bhāvā yato lābhaḥ kā hāniḥ ko 'tra pūjyate
k"
shantideva_bodhicaryavatara	BCA_08_TREES	UNVERIFIED(not in source)	drumā na mānaṃ kurvanti na cāpi paricaryayā śramāp
shantideva_bodhicaryavatara	BCA_09_COMPASSION	no-match	
shantideva_bodhicaryavatara	BCA_08_BODY	no-match	
shantideva_bodhicaryavatara	BCA_09_TWOTRUTHS	UNVERIFIED(not in source)	pūrvāḥ śikṣāḥ samāḥ sarvāḥ prajñārthaṃ munināditāḥ
tantrasara	ts_004	no-match	
tantrasara	ts_006	no-match	
tantrasara	ts_007	sourced	tatra yadā vikalpaṃ krameṇa saṃskurute samanantaro
tantrasara	ts_005	sourced	tatra yadā vikalpaṃ krameṇa saṃskurute samanantaro
tantrasara	TS_AH_06_30	sourced	prabuddhās tu kūṣmāṇḍahāṭakeśādyā maholoke krīḍant
tantrasara	TS_AH_14_01	sourced	atha putrakadīkṣāvidhiḥ
tilopa_mahamudra	TIL_002	sourced	"དཔེར་ན་ནམ་མཁའ་གང་གིས་གང་ལ་བརྟེན། །
རང་སེམས་ཕྱག་རྒྱ"
tilopa_mahamudra	TIL_001	sourced	"ཕྱག་རྒྱ་ཆེན་པོ་བསྟན་དུ་མེད་ཀྱིས་ཀྱང་། །
དཔེར་ན་ནམ་"
tilopa_mahamudra	TIL_003	sourced	"ལུས་ཀྱི་བྱ་བ་ཡོངས་ཐོངས་རྣལ་འབྱོར་དལ་བར་སྡོད། །
ངག་"
